epoch,loss,kfold,class
12,9.089481353759766,41,validation
13,9.584099769592285,41,validation
14,9.07060432434082,41,validation
0,9.214972496032715,42,validation
1,9.440825462341309,42,validation
2,9.21596622467041,42,validation
3,9.412330627441406,42,validation
4,8.97326946258545,42,validation
5,9.203812599182129,42,validation
6,8.969404220581055,42,validation
7,9.183016777038574,42,validation
8,9.119138717651367,42,validation
9,9.032990455627441,42,validation
10,8.932373046875,42,validation
11,9.360642433166504,42,validation
12,9.08096694946289,42,validation
13,9.07392692565918,42,validation
14,8.942766189575195,42,validation
15,9.118823051452637,42,validation
16,8.939404487609863,42,validation
17,9.955827713012695,42,validation
18,9.278897285461426,42,validation
19,9.103317260742188,42,validation
20,9.007469177246094,42,validation
0,9.079009056091309,43,validation
1,8.818608283996582,43,validation
2,8.92892837524414,43,validation
3,8.77819538116455,43,validation
4,8.818648338317871,43,validation
5,10.080853462219238,43,validation
6,9.28013801574707,43,validation
7,8.776785850524902,43,validation
8,8.839282989501953,43,validation
9,9.142890930175781,43,validation
10,8.822999954223633,43,validation
11,9.2617769241333,43,validation
12,8.774460792541504,43,validation
13,8.912575721740723,43,validation
14,8.8065767288208,43,validation
15,9.090204238891602,43,validation
16,8.758125305175781,43,validation
17,9.53248119354248,43,validation
18,8.946949005126953,43,validation
19,8.750609397888184,43,validation
20,8.89478874206543,43,validation
21,8.874593734741211,43,validation
22,8.738713264465332,43,validation
23,8.765472412109375,43,validation
24,8.74909782409668,43,validation
25,8.844006538391113,43,validation
26,8.917713165283203,43,validation
27,8.845155715942383,43,validation
28,8.831151008605957,43,validation
29,8.777520179748535,43,validation
30,8.784818649291992,43,validation
31,8.87527847290039,43,validation
32,8.781713485717773,43,validation
0,8.961063385009766,44,validation
1,8.994104385375977,44,validation
2,9.713324546813965,44,validation
3,8.997939109802246,44,validation
4,8.98664379119873,44,validation
5,8.764897346496582,44,validation
6,8.75710678100586,44,validation
7,9.475273132324219,44,validation
8,8.9011869430542,44,validation
9,9.697639465332031,44,validation
10,8.983661651611328,44,validation
11,8.792531967163086,44,validation
12,9.065801620483398,44,validation
13,8.770527839660645,44,validation
14,9.089056015014648,44,validation
15,8.769123077392578,44,validation
16,8.932960510253906,44,validation
0,9.036349296569824,45,validation
1,10.014488220214844,45,validation
2,8.976327896118164,45,validation
3,8.942391395568848,45,validation
4,9.053566932678223,45,validation
5,9.324234008789062,45,validation
6,9.165736198425293,45,validation
7,8.993006706237793,45,validation
8,9.149438858032227,45,validation
9,9.00749397277832,45,validation
10,9.237229347229004,45,validation
11,9.101531028747559,45,validation
12,9.028698921203613,45,validation
13,8.928706169128418,45,validation
14,9.468135833740234,45,validation
15,9.054790496826172,45,validation
16,9.307982444763184,45,validation
17,9.027325630187988,45,validation
18,9.20750904083252,45,validation
19,8.907796859741211,45,validation
20,9.040855407714844,45,validation
21,9.025617599487305,45,validation
22,8.925410270690918,45,validation
23,8.938586235046387,45,validation
24,8.921056747436523,45,validation
25,9.071046829223633,45,validation
26,9.151495933532715,45,validation
27,8.924294471740723,45,validation
28,8.972412109375,45,validation
29,8.926858901977539,45,validation
0,10.277764320373535,46,validation
1,9.620888710021973,46,validation
2,9.105181694030762,46,validation
3,9.261702537536621,46,validation
4,8.951966285705566,46,validation
5,8.906885147094727,46,validation
6,8.949932098388672,46,validation
7,9.061809539794922,46,validation
8,8.835302352905273,46,validation
9,9.031815528869629,46,validation
10,9.284656524658203,46,validation
11,8.858332633972168,46,validation
12,8.826034545898438,46,validation
13,8.938464164733887,46,validation
14,8.920042037963867,46,validation
15,9.091265678405762,46,validation
16,8.95422649383545,46,validation
17,8.927789688110352,46,validation
18,8.906375885009766,46,validation
19,8.794492721557617,46,validation
20,8.81026554107666,46,validation
21,9.133126258850098,46,validation
22,8.852241516113281,46,validation
23,8.808938026428223,46,validation
24,9.040605545043945,46,validation
25,8.849554061889648,46,validation
26,8.914306640625,46,validation
27,9.21424674987793,46,validation
28,8.836101531982422,46,validation
29,8.900758743286133,46,validation
0,8.87806224822998,47,validation
1,8.8468017578125,47,validation
2,8.857246398925781,47,validation
3,8.961976051330566,47,validation
4,8.799234390258789,47,validation
5,8.909276962280273,47,validation
6,8.84390926361084,47,validation
7,8.871611595153809,47,validation
8,8.899625778198242,47,validation
9,8.845542907714844,47,validation
10,8.790653228759766,47,validation
11,8.830412864685059,47,validation
12,8.873490333557129,47,validation
13,8.802978515625,47,validation
14,8.838234901428223,47,validation
15,8.835451126098633,47,validation
16,8.819148063659668,47,validation
17,8.8420991897583,47,validation
18,8.919977188110352,47,validation
19,8.831191062927246,47,validation
20,8.812389373779297,47,validation
0,11.034086227416992,48,validation
1,9.044800758361816,48,validation
2,9.168156623840332,48,validation
3,8.990095138549805,48,validation
4,8.98592472076416,48,validation
5,9.019033432006836,48,validation
6,8.970026016235352,48,validation
7,8.985108375549316,48,validation
8,9.417113304138184,48,validation
9,9.025346755981445,48,validation
10,8.981659889221191,48,validation
11,9.030091285705566,48,validation
12,9.062919616699219,48,validation
13,9.03884220123291,48,validation
14,8.988069534301758,48,validation
15,9.015722274780273,48,validation
16,9.251587867736816,48,validation
0,8.883520126342773,49,validation
1,9.56834888458252,49,validation
2,8.933852195739746,49,validation
3,9.116146087646484,49,validation
4,9.192036628723145,49,validation
5,9.323870658874512,49,validation
6,8.912293434143066,49,validation
7,8.896773338317871,49,validation
8,8.907068252563477,49,validation
9,8.875789642333984,49,validation
10,8.931142807006836,49,validation
11,9.015274047851562,49,validation
12,8.874336242675781,49,validation
13,9.298707962036133,49,validation
14,9.101451873779297,49,validation
15,8.9630708694458,49,validation
16,9.068726539611816,49,validation
17,9.03021240234375,49,validation
18,8.906953811645508,49,validation
19,8.925849914550781,49,validation
20,9.022207260131836,49,validation
21,8.927968978881836,49,validation
22,8.88358211517334,49,validation
